Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","585","Palau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.21","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","585","Palau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","585","Palau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.17","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","585","Palau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.17","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","585","Palau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.17","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","275","Palestine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-1.65","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","275","Palestine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","275","Palestine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-1.89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","275","Palestine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-2.02","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","275","Palestine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.84","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","591","Panama","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.38","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","591","Panama","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","591","Panama","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.29","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","591","Panama","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.24","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","591","Panama","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.31","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.69","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.66","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.71","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.65","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.58","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","600","Paraguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","600","Paraguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","600","Paraguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.02","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","600","Paraguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.02","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","600","Paraguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","604","Peru","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.26","X","Figure from international organizations",""
